Zona;Subzona;Canton;Presunta_Subinfraccion;Fecha de Detencion;Flagrante/Boleta;Sexo;Edad;Nacionalidad
ZONA 3;COTOPAXI;LATACUNGA;VARIOS;19-11-16;BOLETA;HOMBRE;36;ECUADOR
ZONA 5;GUAYAS;EMPALME;VARIOS;19-11-16;BOLETA;HOMBRE;36;ECUADOR
ZONA 5;SANTA ELENA;SANTA ELENA;VARIOS;18-11-16;BOLETA;HOMBRE;38;ECUADOR
ZONA 2;PICHINCHA;MEJIA;ASOCIACION ILICITA;19-11-16;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 5;GUAYAS;NARANJAL;VARIOS;18-11-16;FLAGRANTE;HOMBRE;34;ECUADOR
ZONA 9;DMQ;QUITO;ASOCIACION ILICITA;17-11-16;FLAGRANTE;HOMBRE;38;ECUADOR
ZONA 5;LOS RIOS;QUEVEDO;VARIOS;19-11-16;BOLETA;HOMBRE;36;ECUADOR
ZONA 4;MANABI;SUCRE;VARIOS;17-11-16;BOLETA;HOMBRE;34;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;19-11-16;BOLETA;HOMBRE;33;ECUADOR
ZONA 4;MANABI;MANTA;ASOCIACION ILICITA;19-11-16;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 4;MANABI;PORTOVIEJO;ASOCIACION ILICITA;18-11-16;FLAGRANTE;MUJER;34;ECUADOR
ZONA 8;DMG;GUAYAQUIL;HERIDAS/LESIONES;17-11-16;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 4;MANABI;EL CARMEN;VARIOS;19-11-16;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 4;MANABI;MANTA;OTROS ROBOS;18-11-16;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 4;MANABI;MONTECRISTI;VARIOS;18-11-16;FLAGRANTE;HOMBRE;34;ECUADOR
ZONA 1;SUCUMBIOS;LAGO AGRIO;VARIOS;18-11-16;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 4;MANABI;MANTA;OTROS ROBOS;19-11-16;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 4;MANABI;MANTA;VARIOS;18-11-16;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 5;GUAYAS;SAN JACINTO DE YAGUACHI;INVASIONES/ALLANAMIENTO;19-11-16;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 4;MANABI;TOSAGUA;VARIOS;19-11-16;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;18-11-16;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 4;MANABI;MONTECRISTI;ASOCIACION ILICITA;17-11-16;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 6;AZUAY;CUENCA;RECEPTACION;19-11-16;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;19-11-16;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;REBELION Y ATENTADO;19-11-16;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 4;MANABI;PORTOVIEJO;VARIOS;19-11-16;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 4;MANABI;MANTA;ASOCIACION ILICITA;17-11-16;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 4;MANABI;MANTA;VARIOS;18-11-16;BOLETA;HOMBRE;24;ECUADOR
ZONA 2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;VARIOS;17-11-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 4;MANABI;MONTECRISTI;VARIOS;18-11-16;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 4;MANABI;MONTECRISTI;VARIOS;18-11-16;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ASOCIACION ILICITA;17-11-16;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 4;MANABI;PORTOVIEJO;VARIOS;19-11-16;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 4;MANABI;JAMA;VARIOS;18-11-16;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 4;MANABI;JIPIJAPA;VARIOS;19-11-16;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 4;MANABI;JIPIJAPA;VARIOS;18-11-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 4;MANABI;MANTA;VARIOS;18-11-16;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 4;MANABI;MANTA;VARIOS;18-11-16;BOLETA;HOMBRE;23;ECUADOR
ZONA 4;MANABI;MONTECRISTI;VARIOS;18-11-16;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 4;MANABI;24 DE MAYO;ASOCIACION ILICITA;18-11-16;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 4;MANABI;EL CARMEN;HERIDAS/LESIONES;19-11-16;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 4;MANABI;24 DE MAYO;VARIOS;17-11-16;FLAGRANTE;HOMBRE;17;ECUADOR
ZONA 6;MORONA SANTIAGO;TAISHA;VARIOS;17-11-16;BOLETA;HOMBRE;62;ECUADOR
ZONA 3;PASTAZA;MERA;HERIDAS/LESIONES;18-11-16;FLAGRANTE;HOMBRE;43;ECUADOR
ZONA 5;GUAYAS;EL TRIUNFO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;18-11-16;FLAGRANTE;HOMBRE;41;ECUADOR
ZONA 5;GUAYAS;EL TRIUNFO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;18-11-16;FLAGRANTE;HOMBRE;38;ECUADOR
ZONA 6;MORONA SANTIAGO;MORONA;VARIOS;19-11-16;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 6;MORONA SANTIAGO;LOGROÑO;VARIOS;18-11-16;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 5;GUAYAS;EL TRIUNFO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;18-11-16;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 3;PASTAZA;PASTAZA;ROBO DOMICILIO;19-11-16;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 5;GUAYAS;EL TRIUNFO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;18-11-16;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 5;GUAYAS;EL TRIUNFO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;18-11-16;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;VARIOS;18-11-16;FLAGRANTE;MUJER;42;ECUADOR
ZONA 3;TUNGURAHUA;BAÑOS DE AGUA SANTA;VARIOS;19-11-16;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;VARIOS;17-11-16;BOLETA;HOMBRE;33;ECUADOR
ZONA 3;TUNGURAHUA;AMBATO;VARIOS;19-11-16;FLAGRANTE;MUJER;28;ECUADOR
ZONA 2;NAPO;TENA;VARIOS;17-11-16;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 2;NAPO;TENA;VARIOS;19-11-16;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 3;PASTAZA;PASTAZA;VARIOS;18-11-16;BOLETA;HOMBRE;45;ECUADOR
ZONA 3;TUNGURAHUA;BAÑOS DE AGUA SANTA;VARIOS;19-11-16;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 3;PASTAZA;PASTAZA;VARIOS;18-11-16;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 3;PASTAZA;PASTAZA;HERIDAS/LESIONES;18-11-16;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 3;PASTAZA;PASTAZA;VARIOS;19-11-16;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;18-11-16;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 3;COTOPAXI;LATACUNGA;VARIOS;17-11-16;BOLETA;HOMBRE;63;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;17-11-16;BOLETA;HOMBRE;62;ECUADOR
ZONA 2;PICHINCHA;RUMIÑAHUI;VARIOS;18-11-16;FLAGRANTE;HOMBRE;57;ECUADOR
ZONA 5;LOS RIOS;QUEVEDO;VARIOS;18-11-16;BOLETA;HOMBRE;50;ECUADOR
ZONA 5;GALAPAGOS;SANTA CRUZ;VARIOS;17-11-16;BOLETA;HOMBRE;56;ECUADOR
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VARIOS;19-11-16;FLAGRANTE;HOMBRE;55;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;18-11-16;BOLETA;HOMBRE;55;ECUADOR
ZONA 1;ESMERALDAS;QUININDE;HURTO;19-11-16;FLAGRANTE;HOMBRE;57;ECUADOR
ZONA 9;DMQ;QUITO;VIOLACION;19-11-16;FLAGRANTE;HOMBRE;54;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;17-11-16;FLAGRANTE;HOMBRE;52;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;18-11-16;BOLETA;HOMBRE;53;ECUADOR
ZONA 2;PICHINCHA;RUMIÑAHUI;ROBO A ENTIDADES FINANCIERAS;17-11-16;FLAGRANTE;HOMBRE;47;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;19-11-16;BOLETA;HOMBRE;50;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;18-11-16;BOLETA;HOMBRE;68;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;18-11-16;FLAGRANTE;HOMBRE;52;ECUADOR
ZONA 5;LOS RIOS;QUEVEDO;VARIOS;17-11-16;FLAGRANTE;HOMBRE;51;ECUADOR
ZONA 4;MANABI;EL CARMEN;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;17-11-16;FLAGRANTE;HOMBRE;52;ECUADOR
ZONA 7;ZAMORA CHINCHIPE;YANTZAZA;RECEPTACION;19-11-16;FLAGRANTE;MUJER;41;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;19-11-16;FLAGRANTE;HOMBRE;49;ECUADOR
ZONA 2;PICHINCHA;RUMIÑAHUI;VARIOS;19-11-16;FLAGRANTE;HOMBRE;50;ECUADOR
ZONA 2;PICHINCHA;MEJIA;VARIOS;17-11-16;FLAGRANTE;HOMBRE;47;ECUADOR
ZONA 2;PICHINCHA;PEDRO MONCAYO;VARIOS;17-11-16;BOLETA;HOMBRE;45;ECUADOR
ZONA 2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;ESTAFA;18-11-16;FLAGRANTE;HOMBRE;45;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;19-11-16;FLAGRANTE;HOMBRE;46;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;18-11-16;BOLETA;HOMBRE;49;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;19-11-16;BOLETA;HOMBRE;39;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;19-11-16;FLAGRANTE;HOMBRE;45;ECUADOR
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;VARIOS;18-11-16;BOLETA;MUJER;43;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;17-11-16;BOLETA;HOMBRE;51;ECUADOR
ZONA 6;AZUAY;CUENCA;RECEPTACION;19-11-16;FLAGRANTE;HOMBRE;40;ECUADOR
ZONA 9;DMQ;QUITO;ASOCIACION ILICITA;18-11-16;FLAGRANTE;HOMBRE;46;ECUADOR
ZONA 6;AZUAY;CUENCA;HERIDAS/LESIONES;19-11-16;FLAGRANTE;HOMBRE;45;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;19-11-16;BOLETA;HOMBRE;45;ECUADOR
ZONA 2;PICHINCHA;MEJIA;VARIOS;17-11-16;FLAGRANTE;HOMBRE;44;ECUADOR
ZONA 2;PICHINCHA;PEDRO MONCAYO;VARIOS;18-11-16;BOLETA;HOMBRE;43;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;18-11-16;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 7;ZAMORA CHINCHIPE;YANTZAZA;RECEPTACION;19-11-16;FLAGRANTE;HOMBRE;43;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;17-11-16;FLAGRANTE;HOMBRE;42;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;18-11-16;BOLETA;HOMBRE;37;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;18-11-16;BOLETA;HOMBRE;41;ECUADOR
ZONA 2;PICHINCHA;MEJIA;VARIOS;18-11-16;FLAGRANTE;HOMBRE;41;ECUADOR
ZONA 1;IMBABURA;IBARRA;ASOCIACION ILICITA;19-11-16;FLAGRANTE;MUJER;40;ECUADOR
ZONA 9;DMQ;QUITO;TENTATIVA DE ROBO;17-11-16;FLAGRANTE;HOMBRE;37;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;19-11-16;BOLETA;HOMBRE;35;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;18-11-16;FLAGRANTE;HOMBRE;39;ECUADOR
ZONA 9;DMQ;QUITO;OTROS ROBOS;18-11-16;FLAGRANTE;HOMBRE;38;ECUADOR
ZONA 4;MANABI;MONTECRISTI;DELITO AMBIENTAL;17-11-16;FLAGRANTE;HOMBRE;40;ECUADOR
ZONA 4;MANABI;MONTECRISTI;VARIOS;17-11-16;BOLETA;HOMBRE;40;ECUADOR
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VARIOS;18-11-16;BOLETA;HOMBRE;38;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;17-11-16;FLAGRANTE;MUJER;36;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;19-11-16;FLAGRANTE;HOMBRE;39;ECUADOR
ZONA 9;DMQ;QUITO;ASOCIACION ILICITA;17-11-16;FLAGRANTE;HOMBRE;38;ECUADOR
ZONA 8;DMG;GUAYAQUIL;OTROS ROBOS;17-11-16;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 9;DMQ;QUITO;ASOCIACION ILICITA;17-11-16;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;19-11-16;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;17-11-16;FLAGRANTE;HOMBRE;39;ECUADOR
ZONA 2;PICHINCHA;RUMIÑAHUI;VARIOS;19-11-16;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 2;PICHINCHA;CAYAMBE;VARIOS;19-11-16;BOLETA;HOMBRE;32;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;18-11-16;BOLETA;HOMBRE;31;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;18-11-16;FLAGRANTE;MUJER;28;ECUADOR
ZONA 9;DMQ;QUITO;ASOCIACION ILICITA;19-11-16;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 1;IMBABURA;IBARRA;HERIDAS/LESIONES;17-11-16;FLAGRANTE;HOMBRE;37;ECUADOR
ZONA 9;DMQ;QUITO;OTROS ROBOS;18-11-16;FLAGRANTE;MUJER;36;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;18-11-16;BOLETA;HOMBRE;31;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;18-11-16;BOLETA;HOMBRE;25;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;18-11-16;BOLETA;HOMBRE;30;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;17-11-16;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;18-11-16;BOLETA;HOMBRE;32;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;17-11-16;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;19-11-16;BOLETA;HOMBRE;35;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;18-11-16;FLAGRANTE;HOMBRE;34;ECUADOR
ZONA 7;EL ORO;PIÑAS;VARIOS;18-11-16;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;19-11-16;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 7;EL ORO;HUAQUILLAS;VARIOS;19-11-16;BOLETA;HOMBRE;29;ECUADOR
ZONA 2;PICHINCHA;RUMIÑAHUI;VARIOS;19-11-16;FLAGRANTE;HOMBRE;34;ECUADOR
ZONA 7;EL ORO;MACHALA;HERIDAS/LESIONES;18-11-16;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;18-11-16;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;18-11-16;BOLETA;HOMBRE;31;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;19-11-16;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 6;AZUAY;CUENCA;RECEPTACION;19-11-16;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 9;DMQ;QUITO;REBELION Y ATENTADO;19-11-16;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;17-11-16;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;18-11-16;FLAGRANTE;HOMBRE;34;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;17-11-16;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;17-11-16;BOLETA;HOMBRE;33;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;17-11-16;BOLETA;HOMBRE;31;ECUADOR
ZONA 3;TUNGURAHUA;AMBATO;REBELION Y ATENTADO;18-11-16;FLAGRANTE;MUJER;30;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;17-11-16;BOLETA;HOMBRE;28;ECUADOR
ZONA 9;DMQ;QUITO;ASOCIACION ILICITA;18-11-16;FLAGRANTE;MUJER;35;ECUADOR
ZONA 3;CHIMBORAZO;ALAUSI;VARIOS;17-11-16;BOLETA;HOMBRE;27;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;17-11-16;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;19-11-16;BOLETA;HOMBRE;27;ECUADOR
ZONA 3;PASTAZA;PASTAZA;VARIOS;18-11-16;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 9;DMQ;QUITO;ASOCIACION ILICITA;19-11-16;FLAGRANTE;MUJER;31;ECUADOR
ZONA 9;DMQ;QUITO;ASOCIACION ILICITA;17-11-16;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 5;BOLIVAR;CALUMA;DELITO AMBIENTAL;18-11-16;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 2;PICHINCHA;RUMIÑAHUI;VARIOS;19-11-16;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;17-11-16;BOLETA;HOMBRE;31;ECUADOR
ZONA 5;SANTA ELENA;SALINAS;VARIOS;19-11-16;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;19-11-16;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 9;DMQ;QUITO;ASOCIACION ILICITA;19-11-16;FLAGRANTE;MUJER;26;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;18-11-16;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;19-11-16;BOLETA;HOMBRE;24;ECUADOR
ZONA 9;DMQ;QUITO;ESTAFA;19-11-16;FLAGRANTE;HOMBRE;17;ECUADOR
ZONA 2;PICHINCHA;PEDRO MONCAYO;VARIOS;19-11-16;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;18-11-16;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 2;NAPO;TENA;VARIOS;19-11-16;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;18-11-16;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 1;CARCHI;TULCAN;VARIOS;19-11-16;BOLETA;HOMBRE;29;ECUADOR
ZONA 1;CARCHI;TULCAN;HERIDAS/LESIONES;19-11-16;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;17-11-16;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;17-11-16;BOLETA;HOMBRE;28;ECUADOR
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VARIOS;18-11-16;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;18-11-16;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;19-11-16;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;17-11-16;BOLETA;HOMBRE;28;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ASOCIACION ILICITA;17-11-16;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 9;DMQ;QUITO;ASOCIACION ILICITA;17-11-16;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;18-11-16;BOLETA;HOMBRE;26;ECUADOR
ZONA 1;SUCUMBIOS;LAGO AGRIO;VARIOS;18-11-16;FLAGRANTE;MUJER;28;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;19-11-16;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;18-11-16;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 4;MANABI;PEDERNALES;VARIOS;19-11-16;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;17-11-16;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 9;DMQ;QUITO;ASOCIACION ILICITA;17-11-16;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 9;DMQ;QUITO;OTROS ROBOS;17-11-16;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 4;MANABI;EL CARMEN;ASOCIACION ILICITA;19-11-16;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 9;DMQ;QUITO;TENTATIVA DE ROBO;19-11-16;FLAGRANTE;MUJER;24;ECUADOR
ZONA 9;DMQ;QUITO;ASOCIACION ILICITA;18-11-16;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;19-11-16;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 2;PICHINCHA;RUMIÑAHUI;VARIOS;17-11-16;BOLETA;HOMBRE;23;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;17-11-16;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 9;DMQ;QUITO;ASOCIACION ILICITA;19-11-16;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 1;ESMERALDAS;ATACAMES;ROBO A UNIDADES ECONOMICAS;19-11-16;FLAGRANTE;MUJER;24;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;18-11-16;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 9;DMQ;QUITO;ASOCIACION ILICITA;18-11-16;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 9;DMQ;QUITO;ASOCIACION ILICITA;17-11-16;FLAGRANTE;HOMBRE;16;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;17-11-16;BOLETA;MUJER;20;ECUADOR
ZONA 9;DMQ;QUITO;ASOCIACION ILICITA;17-11-16;FLAGRANTE;MUJER;20;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;18-11-16;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 9;DMQ;QUITO;TENTATIVA DE ROBO;18-11-16;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 9;DMQ;QUITO;ASOCIACION ILICITA;19-11-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 9;DMQ;QUITO;ASOCIACION ILICITA;19-11-16;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 2;PICHINCHA;CAYAMBE;INTIMIDACION/AMENAZA;19-11-16;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;17-11-16;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 9;DMQ;QUITO;ASOCIACION ILICITA;17-11-16;FLAGRANTE;HOMBRE;14;ECUADOR
ZONA 5;LOS RIOS;URDANETA;HURTO;17-11-16;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 9;DMQ;QUITO;VIOLACION;17-11-16;FLAGRANTE;HOMBRE;17;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;17-11-16;FLAGRANTE;HOMBRE;16;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;17-11-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;19-11-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 1;IMBABURA;OTAVALO;VARIOS;19-11-16;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;18-11-16;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 9;DMQ;QUITO;ASOCIACION ILICITA;19-11-16;FLAGRANTE;HOMBRE;15;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;17-11-16;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 1;CARCHI;TULCAN;VARIOS;18-11-16;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 9;DMQ;QUITO;ASOCIACION ILICITA;17-11-16;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 9;DMQ;QUITO;HERIDAS/LESIONES;17-11-16;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 9;DMQ;QUITO;VARIOS;17-11-16;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 1;IMBABURA;IBARRA;VARIOS;19-11-16;FLAGRANTE;HOMBRE;16;ECUADOR
ZONA 9;DMQ;QUITO;ASOCIACION ILICITA;17-11-16;FLAGRANTE;MUJER;16;ECUADOR
ZONA 3;TUNGURAHUA;AMBATO;VARIOS;19-11-16;FLAGRANTE;MUJER;65;ECUADOR
ZONA 3;TUNGURAHUA;SAN PEDRO DE PELILEO;VARIOS;18-11-16;FLAGRANTE;HOMBRE;55;ECUADOR
ZONA 3;TUNGURAHUA;AMBATO;VARIOS;17-11-16;FLAGRANTE;HOMBRE;54;ECUADOR
ZONA 3;TUNGURAHUA;AMBATO;VARIOS;17-11-16;FLAGRANTE;HOMBRE;54;ECUADOR
ZONA 3;TUNGURAHUA;AMBATO;VARIOS;17-11-16;FLAGRANTE;HOMBRE;49;ECUADOR
ZONA 3;TUNGURAHUA;PATATE;VARIOS;18-11-16;FLAGRANTE;HOMBRE;44;ECUADOR
ZONA 2;PICHINCHA;MEJIA;VARIOS;17-11-16;FLAGRANTE;HOMBRE;43;ECUADOR
ZONA 2;PICHINCHA;MEJIA;VARIOS;18-11-16;FLAGRANTE;HOMBRE;43;ECUADOR
ZONA 3;TUNGURAHUA;AMBATO;VARIOS;19-11-16;FLAGRANTE;HOMBRE;44;ECUADOR
