Zona;Subzona;Canton;Presunta_Subinfraccion;Fecha de Detencion;Flagrante/Boleta;Sexo;Edad;Nacionalidad
ZONA 1;ESMERALDAS;ESMERALDAS;ROBO A PERSONAS;22-02-16;FLAGRANTE;HOMBRE;24;COLOMBIA
ZONA 1;ESMERALDAS;ESMERALDAS;ROBO A PERSONAS;21-02-16;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;VIOLACION;22-02-16;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;EXTORSION;22-02-16;FLAGRANTE;MUJER;20;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;VARIOS;23-02-16;BOLETA;HOMBRE;32;ECUADOR
ZONA 1;ESMERALDAS;RIOVERDE;PLAGIO O SECUESTRO PERSONAS;24-02-16;BOLETA;HOMBRE;33;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ROBO A PERSONAS;24-02-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;TENTATIVA DE ROBO;24-02-16;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 1;ESMERALDAS;RIOVERDE;ABIGEATO;25-02-16;BOLETA;HOMBRE;36;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;25-02-16;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;DELITO ENERGETICO;25-02-16;FLAGRANTE;HOMBRE;48;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;DELITO ENERGETICO;25-02-16;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;DELITO ENERGETICO;25-02-16;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 1;ESMERALDAS;RIOVERDE;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;25-02-16;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;TENTATIVA DE ROBO;25-02-16;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;HERIDAS/LESIONES;25-02-16;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;HERIDAS/LESIONES;25-02-16;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;HERIDAS/LESIONES;25-02-16;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ROBO A EMBARCACIONES DE ESPACIOS ACUATICOS;25-02-16;FLAGRANTE;HOMBRE;24;COLOMBIA
ZONA 1;ESMERALDAS;ESMERALDAS;ROBO A EMBARCACIONES DE ESPACIOS ACUATICOS;25-02-16;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;VARIOS;26-02-16;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ROBO A PERSONAS;26-02-16;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ROBO A PERSONAS;26-02-16;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ROBO DE BIENES, ACCESORIOS Y AUTOPARTES DE VEHICULOS;27-02-16;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;HERIDAS/LESIONES;27-02-16;BOLETA;HOMBRE;40;ECUADOR
ZONA 8;DMG;GUAYAQUIL;Estafa;27-02-16;BOLETA;HOMBRE;27;ECUADOR
ZONA 1;ESMERALDAS;SAN LORENZO;Estafa;27-02-16;BOLETA;HOMBRE;45;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;VARIOS;27-02-16;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;VARIOS;28-02-16;FLAGRANTE;MUJER;36;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ROBO A PERSONAS;29-02-16;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;29-02-16;BOLETA;HOMBRE;27;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;TENTATIVA DE ROBO;29-02-16;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 1;ESMERALDAS;QUININDE;ROBO A PERSONAS;08-02-16;FLAGRANTE;HOMBRE;15;ECUADOR
ZONA 1;ESMERALDAS;ATACAMES;ROBO A PERSONAS;02-02-16;FLAGRANTE;HOMBRE;16;ECUADOR
ZONA 1;ESMERALDAS;ATACAMES;VIOLACION;03-02-16;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 1;ESMERALDAS;MUISNE;VARIOS;05-02-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 1;ESMERALDAS;ATACAMES;ROBO DOMICILIO;05-02-16;FLAGRANTE;HOMBRE;28;COLOMBIA
ZONA 1;ESMERALDAS;ATACAMES;ROBO DOMICILIO;05-02-16;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 1;ESMERALDAS;ATACAMES;ROBO A PERSONAS;06-02-16;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 1;ESMERALDAS;ATACAMES;HERIDAS/LESIONES;06-02-16;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 1;ESMERALDAS;ATACAMES;ROBO A PERSONAS;06-02-16;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 1;ESMERALDAS;MUISNE;ROBO A PERSONAS;07-02-16;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 1;ESMERALDAS;MUISNE;VARIOS;07-02-16;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 1;ESMERALDAS;ATACAMES;TENTATIVA ASESINATO/HOMICIDIO;07-02-16;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 1;ESMERALDAS;ATACAMES;DELITO AMBIENTAL;12-02-16;FLAGRANTE;MUJER;37;ECUADOR
ZONA 1;ESMERALDAS;ATACAMES;DELITO AMBIENTAL;12-02-16;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 1;ESMERALDAS;ATACAMES;REBELION Y ATENTADO;13-02-16;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 1;ESMERALDAS;ATACAMES;ROBO A PERSONAS;15-02-16;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 1;ESMERALDAS;ATACAMES;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;15-02-16;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 1;ESMERALDAS;ATACAMES;ROBO DOMICILIO;16-02-16;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 1;ESMERALDAS;ATACAMES;ROBO A PERSONAS;17-02-16;FLAGRANTE;HOMBRE;42;ECUADOR
ZONA 1;ESMERALDAS;ATACAMES;ROBO A PERSONAS;25-02-16;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 1;ESMERALDAS;QUININDE;ROBO A PERSONAS;04-02-16;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 1;ESMERALDAS;QUININDE;PECULADO;09-02-16;BOLETA;MUJER;27;ECUADOR
ZONA 9;DMQ;QUITO;VIOLACION;09-02-16;BOLETA;HOMBRE;33;ECUADOR
ZONA 1;ESMERALDAS;QUININDE;VARIOS;11-02-16;FLAGRANTE;MUJER;41;ECUADOR
ZONA 1;ESMERALDAS;QUININDE;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;12-02-16;FLAGRANTE;HOMBRE;37;ECUADOR
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;TENTATIVA DE ROBO;16-02-16;FLAGRANTE;HOMBRE;37;ECUADOR
ZONA 1;ESMERALDAS;QUININDE;ROBO A PERSONAS;17-02-16;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 1;ESMERALDAS;QUININDE;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;17-02-16;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 1;ESMERALDAS;QUININDE;HURTO;19-02-16;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 1;ESMERALDAS;QUININDE;HURTO;19-02-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 1;ESMERALDAS;QUININDE;ACOSO SEXUAL;25-02-16;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 5;BOLIVAR;GUARANDA;DELITO ENERGETICO;05-02-16;FLAGRANTE;HOMBRE;21;COLOMBIA
ZONA 1;ESMERALDAS;SAN LORENZO;VARIOS;02-02-16;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 1;ESMERALDAS;SAN LORENZO;VARIOS;02-02-16;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 1;ESMERALDAS;SAN LORENZO;HURTO;05-02-16;FLAGRANTE;HOMBRE;15;ECUADOR
ZONA 1;ESMERALDAS;SAN LORENZO;HURTO;05-02-16;FLAGRANTE;HOMBRE;14;ECUADOR
ZONA 1;ESMERALDAS;ELOY ALFARO;DELITO ENERGETICO;04-02-16;FLAGRANTE;HOMBRE;34;COLOMBIA
ZONA 1;ESMERALDAS;ELOY ALFARO;DELITO ENERGETICO;04-02-16;FLAGRANTE;HOMBRE;23;COLOMBIA
ZONA 1;ESMERALDAS;ELOY ALFARO;DELITO ENERGETICO;04-02-16;FLAGRANTE;HOMBRE;24;COLOMBIA
ZONA 1;ESMERALDAS;ELOY ALFARO;DELITO ENERGETICO;04-02-16;FLAGRANTE;HOMBRE;36;COLOMBIA
ZONA 1;ESMERALDAS;ELOY ALFARO;DELITO ENERGETICO;04-02-16;FLAGRANTE;HOMBRE;24;COLOMBIA
ZONA 1;ESMERALDAS;ELOY ALFARO;DELITO ENERGETICO;05-02-16;FLAGRANTE;HOMBRE;33;COLOMBIA
ZONA 1;ESMERALDAS;SAN LORENZO;HURTO;08-02-16;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 1;ESMERALDAS;SAN LORENZO;HURTO;08-02-16;FLAGRANTE;HOMBRE;51;ECUADOR
ZONA 1;ESMERALDAS;SAN LORENZO;ABUSO DE CONFIANZA;12-02-16;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 1;ESMERALDAS;SAN LORENZO;TENTATIVA ASESINATO/HOMICIDIO;15-02-16;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 1;ESMERALDAS;ELOY ALFARO;ACOSO SEXUAL;17-02-16;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 1;ESMERALDAS;SAN LORENZO;VIOLACION;21-02-16;FLAGRANTE;HOMBRE;64;COLOMBIA
ZONA 1;ESMERALDAS;SAN LORENZO;ROBO DOMICILIO;22-02-16;FLAGRANTE;HOMBRE;17;ECUADOR
ZONA 1;ESMERALDAS;SAN LORENZO;ROBO DOMICILIO;22-02-16;FLAGRANTE;HOMBRE;16;ECUADOR
ZONA 1;ESMERALDAS;ELOY ALFARO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;23-02-16;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 1;ESMERALDAS;SAN LORENZO;ABUSO DE CONFIANZA;24-02-16;FLAGRANTE;HOMBRE;41;ECUADOR
ZONA 1;ESMERALDAS;SAN LORENZO;ABUSO DE CONFIANZA;24-02-16;FLAGRANTE;HOMBRE;34;ECUADOR
ZONA 1;ESMERALDAS;SAN LORENZO;RECEPTACION;24-02-16;FLAGRANTE;HOMBRE;44;ECUADOR
ZONA 1;ESMERALDAS;SAN LORENZO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;24-02-16;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 1;ESMERALDAS;ELOY ALFARO;HERIDAS/LESIONES;26-02-16;FLAGRANTE;MUJER;57;ECUADOR
ZONA 1;ESMERALDAS;SAN LORENZO;REBELION Y ATENTADO;28-02-16;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 1;SUCUMBIOS;CASCALES;DELITO AMBIENTAL;02-02-16;FLAGRANTE;HOMBRE;51;ECUADOR
ZONA 1;SUCUMBIOS;CASCALES;DELITO AMBIENTAL;02-02-16;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 1;SUCUMBIOS;CASCALES;DELITO AMBIENTAL;02-02-16;FLAGRANTE;HOMBRE;41;ECUADOR
ZONA 1;SUCUMBIOS;CASCALES;DELITO AMBIENTAL;02-02-16;FLAGRANTE;HOMBRE;44;ECUADOR
ZONA 1;SUCUMBIOS;LAGO AGRIO;ABUSO DE ARMAS;05-02-16;FLAGRANTE;MUJER;38;ECUADOR
ZONA 1;SUCUMBIOS;LAGO AGRIO;ABUSO DE ARMAS;05-02-16;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 1;SUCUMBIOS;LAGO AGRIO;REBELION Y ATENTADO;08-02-16;FLAGRANTE;HOMBRE;39;ECUADOR
ZONA 1;SUCUMBIOS;LAGO AGRIO;REBELION Y ATENTADO;08-02-16;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 1;SUCUMBIOS;LAGO AGRIO;TENTATIVA DE ROBO;08-02-16;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 1;SUCUMBIOS;LAGO AGRIO;RECEPTACION;08-02-16;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 1;SUCUMBIOS;LAGO AGRIO;RECEPTACION;10-02-16;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 1;SUCUMBIOS;LAGO AGRIO;MICROTRAFICO;11-02-16;BOLETA;HOMBRE;31;ECUADOR
ZONA 1;SUCUMBIOS;CUYABENO;ASESINATO;15-02-16;FLAGRANTE;HOMBRE;60;ECUADOR
ZONA 1;SUCUMBIOS;LAGO AGRIO;VARIOS;18-02-16;BOLETA;MUJER;35;COLOMBIA
ZONA 1;SUCUMBIOS;LAGO AGRIO;ROBO A PERSONAS;18-02-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 1;SUCUMBIOS;LAGO AGRIO;TENTATIVA DE ROBO;20-02-16;FLAGRANTE;HOMBRE;36;COLOMBIA
ZONA 1;SUCUMBIOS;LAGO AGRIO;VARIOS;19-02-16;BOLETA;HOMBRE;39;ECUADOR
ZONA 1;SUCUMBIOS;LAGO AGRIO;MICROTRAFICO;20-02-16;BOLETA;HOMBRE;24;ECUADOR
ZONA 1;SUCUMBIOS;CASCALES;HURTO;20-02-16;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 1;SUCUMBIOS;LAGO AGRIO;REBELION Y ATENTADO;21-02-16;FLAGRANTE;HOMBRE;22;COLOMBIA
ZONA 1;SUCUMBIOS;LAGO AGRIO;REBELION Y ATENTADO;21-02-16;FLAGRANTE;MUJER;22;COLOMBIA
ZONA 1;SUCUMBIOS;LAGO AGRIO;VARIOS;21-02-16;FLAGRANTE;HOMBRE;27;COLOMBIA
ZONA 1;SUCUMBIOS;LAGO AGRIO;VARIOS;21-02-16;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 1;SUCUMBIOS;LAGO AGRIO;DELITO ENERGETICO;23-02-16;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 1;SUCUMBIOS;LAGO AGRIO;ROBO A CARROS;25-02-16;FLAGRANTE;HOMBRE;47;ECUADOR
ZONA 1;SUCUMBIOS;LAGO AGRIO;ABUSO DE CONFIANZA;26-02-16;BOLETA;HOMBRE;34;ECUADOR
ZONA 1;SUCUMBIOS;LAGO AGRIO;Estafa;26-02-16;BOLETA;HOMBRE;42;ECUADOR
ZONA 1;SUCUMBIOS;LAGO AGRIO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;26-02-16;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 1;SUCUMBIOS;LAGO AGRIO;ROBO A MOTOS;27-02-16;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 1;SUCUMBIOS;LAGO AGRIO;ROBO A MOTOS;27-02-16;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 1;SUCUMBIOS;LAGO AGRIO;ROBO A PERSONAS;29-02-16;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 1;SUCUMBIOS;LAGO AGRIO;ABUSO DE ARMAS;06-02-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 1;SUCUMBIOS;SHUSHUFINDI;TRATA DE PERSONAS;17-02-16;FLAGRANTE;HOMBRE;37;ECUADOR
ZONA 1;SUCUMBIOS;SHUSHUFINDI;TRATA DE PERSONAS;17-02-16;FLAGRANTE;MUJER;35;ECUADOR
ZONA 1;SUCUMBIOS;SHUSHUFINDI;ROBO A CARROS;20-02-16;FLAGRANTE;MUJER;46;COLOMBIA
ZONA 8;DMG;GUAYAQUIL;VARIOS;01-02-16;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;01-02-16;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;01-02-16;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;01-02-16;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 8;DMG;GUAYAQUIL;HERIDAS/LESIONES;01-02-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ASOCIACION ILICITA;01-02-16;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ASOCIACION ILICITA;01-02-16;FLAGRANTE;HOMBRE;15;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ASOCIACION ILICITA;01-02-16;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ASOCIACION ILICITA;01-02-16;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;01-02-16;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;01-02-16;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;01-02-16;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 8;DMG;GUAYAQUIL;REBELION Y ATENTADO;01-02-16;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 8;DMG;GUAYAQUIL;REBELION Y ATENTADO;01-02-16;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 8;DMG;GUAYAQUIL;HURTO;01-02-16;FLAGRANTE;MUJER;22;ECUADOR
ZONA 8;DMG;GUAYAQUIL;HURTO;01-02-16;FLAGRANTE;HOMBRE;34;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;01-02-16;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VIOLACION;01-02-16;FLAGRANTE;HOMBRE;38;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;01-02-16;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 8;DMG;GUAYAQUIL;REBELION Y ATENTADO;01-02-16;FLAGRANTE;HOMBRE;49;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;01-02-16;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;01-02-16;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENTATIVA DE ROBO;02-02-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;01-02-16;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;01-02-16;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;01-02-16;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;01-02-16;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;01-02-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 8;DMG;GUAYAQUIL;HERIDAS/LESIONES;01-02-16;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;01-02-16;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 8;DMG;GUAYAQUIL;RECEPTACION;01-02-16;FLAGRANTE;HOMBRE;48;ECUADOR
ZONA 8;DMG;GUAYAQUIL;RECEPTACION;01-02-16;FLAGRANTE;HOMBRE;38;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ASESINATO;01-02-16;BOLETA;HOMBRE;25;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;02-02-16;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 8;DMG;GUAYAQUIL;HERIDAS/LESIONES;02-02-16;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 8;DMG;GUAYAQUIL;HERIDAS/LESIONES;02-02-16;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 8;DMG;GUAYAQUIL;HERIDAS/LESIONES;02-02-16;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 8;DMG;GUAYAQUIL;HERIDAS/LESIONES;02-02-16;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 8;DMG;GUAYAQUIL;HERIDAS/LESIONES;02-02-16;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 8;DMG;GUAYAQUIL;HERIDAS/LESIONES;02-02-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 8;DMG;GUAYAQUIL;HERIDAS/LESIONES;02-02-16;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;02-02-16;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;02-02-16;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 8;DMG;GUAYAQUIL;RECEPTACION;02-02-16;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;02-02-16;FLAGRANTE;HOMBRE;40;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;02-02-16;FLAGRANTE;HOMBRE;39;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;02-02-16;FLAGRANTE;HOMBRE;48;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;02-02-16;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;02-02-16;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;02-02-16;FLAGRANTE;HOMBRE;43;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;02-02-16;FLAGRANTE;HOMBRE;39;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;02-02-16;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;02-02-16;FLAGRANTE;HOMBRE;42;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;03-02-16;FLAGRANTE;HOMBRE;44;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;03-02-16;FLAGRANTE;MUJER;46;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;03-02-16;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 8;DMG;GUAYAQUIL;RECEPTACION;03-02-16;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 8;DMG;GUAYAQUIL;RECEPTACION;03-02-16;FLAGRANTE;HOMBRE;16;ECUADOR
ZONA 8;DMG;GUAYAQUIL;RECEPTACION;03-02-16;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;03-02-16;FLAGRANTE;MUJER;33;ECUADOR
ZONA 8;DMG;GUAYAQUIL;HERIDAS/LESIONES;03-02-16;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;03-02-16;FLAGRANTE;HOMBRE;43;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;03-02-16;FLAGRANTE;HOMBRE;44;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENTATIVA DE ROBO;03-02-16;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ASOCIACION ILICITA;03-02-16;FLAGRANTE;MUJER;30;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ASOCIACION ILICITA;03-02-16;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ASOCIACION ILICITA;03-02-16;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;03-02-16;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;03-02-16;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENTATIVA DE ROBO;03-02-16;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 8;DMG;GUAYAQUIL;MICROTRAFICO;03-02-16;BOLETA;HOMBRE;52;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ASESINATO;02-02-16;BOLETA;HOMBRE;33;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;02-02-16;BOLETA;HOMBRE;56;ECUADOR
ZONA 8;DMG;DURAN;MICROTRAFICO;02-02-16;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 8;DMG;DURAN;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;03-02-16;BOLETA;HOMBRE;25;ECUADOR
ZONA 8;DMG;DURAN;MICROTRAFICO;03-02-16;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENTATIVA DE VIOLACION;03-02-16;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;03-02-16;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 8;DMG;GUAYAQUIL;REBELION Y ATENTADO;04-02-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 8;DMG;GUAYAQUIL;VARIOS;04-02-16;FLAGRANTE;HOMBRE;48;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;04-02-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;04-02-16;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 8;DMG;GUAYAQUIL;FALSIFICACION;04-02-16;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO DOMICILIO;04-02-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 8;DMG;GUAYAQUIL;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;04-02-16;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;04-02-16;FLAGRANTE;HOMBRE;47;ECUADOR
